Gene ID,Gene Name,Score(d),Numerator(r),Denominator(s+s0),FoldChange,q-value(%),PEP,Log10FoldChange,AbsLog10FoldChange
MCM4,MCM4,5038,5.433,5410,995.853,2.923,0,FALSE,0.465828815357436,0.465828815357436
ISG20L2,ISG20L2,4256,5.429,5406,995.853,1.686,0,FALSE,0.226857570288723,0.226857570288723
ADIPOR1,ADIPOR1,213,5.428,5405,995.853,1.799,0,FALSE,0.255031163345551,0.255031163345551
SLC39A11,SLC39A11,8161,5.423,5401,995.853,2.739,0,FALSE,0.437592032253961,0.437592032253961
PIGM,PIGM,6398,5.418,5396,995.853,1.744,0,FALSE,0.241546480596548,0.241546480596548
POSTN,POSTN,6655,5.417,5395,995.853,5.216,0,FALSE,0.717337582723864,0.717337582723864
TMED3,TMED3,9060,5.417,5395,995.853,2.579,0,FALSE,0.411451342137938,0.411451342137938
TOP1,TOP1,9293,5.416,5394,995.853,1.561,0,FALSE,0.193402903062417,0.193402903062417
MAL2,MAL2,4895,5.413,5391,995.853,3.16,0,FALSE,0.499687082618404,0.499687082618404
HNRNPA2B1,HNRNPA2B1,3921,5.412,5390,995.853,1.437,0,FALSE,0.157456768134226,0.157456768134226
B4GALT3,B4GALT3,825,5.411,5389,995.853,2.055,0,FALSE,0.312811826212088,0.312811826212088
COX6C,COX6C,1953,5.407,5385,995.853,3.368,0,FALSE,0.527372082827612,0.527372082827612
DNAH14,DNAH14,2417,5.406,5384,995.853,3.146,0,TRUE,0.497758718287268,0.497758718287268
TFG,TFG,8916,5.405,5383,995.853,1.55,0,FALSE,0.190331698170291,0.190331698170291
TRIB3,TRIB3,9378,5.401,5379,995.853,2.894,0,FALSE,0.461498526783019,0.461498526783019
SLC37A1,SLC37A1,8147,5.398,5376,995.853,2.207,0,TRUE,0.343802333161655,0.343802333161655
MND1,MND1,5240,5.397,5375,995.853,6.211,0,FALSE,0.793161529245551,0.793161529245551
CASP3,CASP3,1280,5.396,5374,995.853,1.632,0,FALSE,0.212720154417842,0.212720154417842
AP1S1,AP1S1,465,5.391,5369,995.853,2.042,0,FALSE,0.310055737750891,0.310055737750891
ACBD3,ACBD3,94,5.389,5367,995.853,1.709,0,FALSE,0.232742062720737,0.232742062720737
CAPZA1,CAPZA1,1258,5.383,5361,995.853,1.598,0,FALSE,0.203576774977973,0.203576774977973
GTF3C1,GTF3C1,3735,5.381,5359,995.853,1.709,0,FALSE,0.232742062720737,0.232742062720737
TFB2M,TFB2M,8910,5.381,5359,995.853,1.742,0,FALSE,0.241048150671644,0.241048150671644
BLM,BLM,940,5.378,5356,995.853,3.628,0,FALSE,0.559667278388058,0.559667278388058
TDRKH,TDRKH,8877,5.369,5347,995.853,2.149,0,FALSE,0.332236415491443,0.332236415491443
E2F1,E2F1,2594,5.362,5340,995.853,4.214,0,TRUE,0.624694531272081,0.624694531272081
CSE1L,CSE1L,2035,5.361,5339,995.853,1.692,0,FALSE,0.228400358703005,0.228400358703005
ILF2,ILF2,4151,5.35,5328,995.853,1.756,0,FALSE,0.244524511570084,0.244524511570084
PDIA3,PDIA3,6232,5.35,5328,995.853,1.713,0,FALSE,0.233757362965511,0.233757362965511
TYMS,TYMS,9586,5.35,5328,995.853,3.694,0,FALSE,0.567496891104223,0.567496891104223
FAM83H,FAM83H,3061,5.342,5320,995.853,3.566,0,FALSE,0.552181338839336,0.552181338839336
PPEF1,PPEF1,6671,5.339,5317,995.853,9.686,0,FALSE,0.986144464710521,0.986144464710521
CKAP5,CKAP5,1740,5.338,5316,995.853,1.646,0,FALSE,0.216429830876251,0.216429830876251
SLC12A8,SLC12A8,8010,5.337,5315,995.853,3.234,0,TRUE,0.509740015570382,0.509740015570382
SNRNP25,SNRNP25,8334,5.337,5315,995.853,2.098,0,FALSE,0.321805483857539,0.321805483857539
LLGL2,LLGL2,4700,5.333,5311,995.853,3.212,0,FALSE,0.506775536606643,0.506775536606643
MRPL17,MRPL17,5300,5.333,5311,995.853,1.686,0,FALSE,0.226857570288723,0.226857570288723
HSPA5,HSPA5,4002,5.331,5309,995.853,1.638,0,TRUE,0.2143138974244,0.2143138974244
DARS2,DARS2,2200,5.326,5304,995.853,1.975,0,FALSE,0.295567099962479,0.295567099962479
CENPK,CENPK,1606,5.322,5300,995.853,4.15,0,FALSE,0.618048096712093,0.618048096712093
FBXO45,FBXO45,3142,5.322,5300,995.853,1.735,0,FALSE,0.239299479126893,0.239299479126893
RNPEP,RNPEP,7466,5.322,5300,995.853,1.847,0,FALSE,0.266466895440241,0.266466895440241
SAE1,SAE1,7638,5.32,5298,995.853,1.538,0,FALSE,0.186956335465412,0.186956335465412
PRIM2,PRIM2,6785,5.318,5296,995.853,1.728,0,FALSE,0.237543738142874,0.237543738142874
MATN3,MATN3,5001,5.312,5290,995.853,5.85,0,TRUE,0.76715586608218,0.76715586608218
C1orf43,C1orf43,1114,5.311,5289,995.853,1.671,0,FALSE,0.222976449893391,0.222976449893391
GBA,GBA,3425,5.311,5289,995.853,1.874,0,FALSE,0.272769586551759,0.272769586551759
DNA2,DNA2,2416,5.307,5285,995.853,3.136,0,FALSE,0.496376054012401,0.496376054012401
PACSIN1,PACSIN1,6055,5.303,5281,995.853,4.406,0,TRUE,0.644044492814749,0.644044492814749
TMEM8A,TMEM8A,9203,5.299,5277,995.853,2.103,0,FALSE,0.322839272686321,0.322839272686321
DPY30,DPY30,2511,5.294,5272,995.853,1.627,0,FALSE,0.211387552936859,0.211387552936859
SNRPA1,SNRPA1,8339,5.283,5261,995.853,1.753,0,FALSE,0.243781916093795,0.243781916093795
SYAP1,SYAP1,8698,5.279,5257,995.853,1.798,0,FALSE,0.25478968739721,0.25478968739721
GTF2IRD1,GTF2IRD1,3732,5.277,5255,995.853,1.928,0,FALSE,0.285107029566812,0.285107029566812
TPRN,TPRN,9337,5.271,5249,995.853,3.154,0,FALSE,0.498861688992884,0.498861688992884
BUB3,BUB3,1025,5.264,5242,995.853,1.812,0,FALSE,0.258158193340794,0.258158193340794
HELLS,HELLS,3837,5.257,5235,995.853,4.067,0,FALSE,0.609274172404588,0.609274172404588
ADAM8,ADAM8,165,5.252,5230,995.853,4.342,0,FALSE,0.637689819118401,0.637689819118401
PSMD10,PSMD10,6892,5.251,5229,995.853,1.444,0,FALSE,0.15956719323362,0.15956719323362
CACYBP,CACYBP,1213,5.25,5228,995.853,1.691,0,FALSE,0.228143607597742,0.228143607597742
NAA20,NAA20,5504,5.246,5224,995.853,1.574,0,FALSE,0.197004728023046,0.197004728023046
MANF,MANF,4914,5.243,5221,995.853,1.845,0,FALSE,0.265996370495079,0.265996370495079
STMN1,STMN1,8621,5.243,5221,995.853,2.575,0,FALSE,0.41077723337721,0.41077723337721
REEP4,REEP4,7262,5.242,5220,995.853,2.139,0,FALSE,0.330210784571528,0.330210784571528
NDE1,NDE1,5589,5.24,5218,995.853,1.804,0,FALSE,0.256236533205923,0.256236533205923
GEMIN6,GEMIN6,3457,5.237,5215,995.853,1.621,0,FALSE,0.209783014848515,0.209783014848515
SOX12,SOX12,8400,5.237,5215,995.853,2.616,0,FALSE,0.41763773965223,0.41763773965223
APH1A,APH1A,492,5.236,5214,995.853,1.701,0,FALSE,0.230704313612569,0.230704313612569
PTBP1,PTBP1,6919,5.232,5210,995.853,1.441,0,FALSE,0.158663980813989,0.158663980813989
ACAN,ACAN,88,5.229,5207,995.853,5.833,0,TRUE,0.765891976430015,0.765891976430015
MARCKSL1,MARCKSL1,4983,5.227,5205,995.853,2.67,0,TRUE,0.426511261364575,0.426511261364575
MRPS23,MRPS23,5343,5.225,5203,995.853,1.765,0,FALSE,0.246744709723841,0.246744709723841
KIF24,KIF24,4480,5.223,5201,995.853,2.634,0,TRUE,0.420615770625765,0.420615770625765
COL1A1,COL1A1,1875,5.222,5200,995.853,6.207,0,FALSE,0.792881745385397,0.792881745385397
AAGAB,AAGAB,7,5.217,5195,995.853,1.745,0,FALSE,0.241795431295199,0.241795431295199
MBOAT2,MBOAT2,5018,5.217,5195,995.853,3.079,0,FALSE,0.488409688903198,0.488409688903198
MCM2,MCM2,5035,5.217,5195,995.853,2.822,0,FALSE,0.450557009418329,0.450557009418329
RAB25,RAB25,7051,5.212,5190,995.853,4.435,0,FALSE,0.646893624167745,0.646893624167745
ADAM19,ADAM19,162,5.211,5189,995.853,3.293,0,FALSE,0.517591730711908,0.517591730711908
CANT1,CANT1,1242,5.211,5189,995.853,2.056,0,FALSE,0.313023110323238,0.313023110323238
MRPL14,MRPL14,5298,5.21,5188,995.853,1.876,0,FALSE,0.273232834043046,0.273232834043046
CABLES2,CABLES2,1196,5.207,5185,995.853,2.027,0,FALSE,0.306853748693009,0.306853748693009
BRIP1,BRIP1,988,5.206,5184,995.853,4.208,0,FALSE,0.624075731145683,0.624075731145683
ZNF367,ZNF367,10280,5.202,5180,995.853,2.731,0,TRUE,0.436321700139733,0.436321700139733
RCC1,RCC1,7236,5.198,5176,995.853,2.95,0,FALSE,0.469822015978163,0.469822015978163
LSR,LSR,4830,5.197,5175,995.853,2.712,0,FALSE,0.433289685195026,0.433289685195026
DNAJA3,DNAJA3,2424,5.196,5174,995.853,1.569,0,FALSE,0.195622943586937,0.195622943586937
CISD2,CISD2,1731,5.191,5169,995.853,1.522,0,FALSE,0.182414652434554,0.182414652434554
EZR,EZR,2936,5.189,5167,995.853,2.353,0,FALSE,0.371621927176021,0.371621927176021
GLB1,GLB1,3514,5.189,5167,995.853,1.629,0,FALSE,0.211921084308509,0.211921084308509
ABHD12,ABHD12,51,5.187,5165,995.853,1.842,0,FALSE,0.26528962586083,0.26528962586083
GINS2,GINS2,3493,5.181,5160,995.853,3.948,0,FALSE,0.596377143997599,0.596377143997599
SF3B4,SF3B4,7875,5.181,5160,995.853,1.77,0,FALSE,0.247973266361807,0.247973266361807
CENPO,CENPO,1610,5.173,5152,995.853,2.26,0,FALSE,0.354108439147401,0.354108439147401
VCAN,VCAN,9808,5.169,5148,995.853,3.93,0,FALSE,0.594392550375427,0.594392550375427
IL21R,IL21R,4135,5.168,5147,995.853,4.986,0,FALSE,0.697752274167755,0.697752274167755
FKBP4,FKBP4,3228,5.167,5146,995.853,2.577,0,FALSE,0.411114418550905,0.411114418550905
HARBI1,HARBI1,3781,5.164,5143,995.853,1.545,0,FALSE,0.188928483760853,0.188928483760853
STIP1,STIP1,8601,5.163,5142,995.853,1.813,0,FALSE,0.258397804095509,0.258397804095509
GRAMD1A,GRAMD1A,3678,5.153,5132,995.853,1.746,0,FALSE,0.242044239369551,0.242044239369551
DBNDD1,DBNDD1,2208,5.151,5130,995.853,3.248,0,FALSE,0.511616020569138,0.511616020569138
SLC25A39,SLC25A39,8079,5.147,5126,995.853,1.843,0,FALSE,0.265525335219074,0.265525335219074
UBE2I,UBE2I,9619,5.146,5125,995.853,1.424,0,FALSE,0.153509989300838,0.153509989300838
TIMM17B,TIMM17B,8994,5.142,5121,995.853,1.821,0,FALSE,0.26030994579492,0.26030994579492
VDAC1,VDAC1,9812,5.14,5119,995.853,1.522,0,FALSE,0.182414652434554,0.182414652434554
WDR34,WDR34,9907,5.14,5119,995.853,2.344,0,FALSE,0.369957607346053,0.369957607346053
COL5A2,COL5A2,1889,5.139,5118,995.853,4.091,0,TRUE,0.611829479498374,0.611829479498374
DBF4,DBF4,2205,5.139,5118,995.853,2.077,0,FALSE,0.317436496535099,0.317436496535099
PHKG2,PHKG2,6363,5.132,5111,995.853,1.723,0,FALSE,0.236285277448029,0.236285277448029
APEX2,APEX2,491,5.131,5110,995.853,1.695,0,FALSE,0.229169702539101,0.229169702539101
RHPN1,RHPN1,7351,5.128,5107,995.853,3.794,0,FALSE,0.579097326552644,0.579097326552644
PEX11B,PEX11B,6287,5.12,5099,995.853,1.625,0,FALSE,0.210853365314893,0.210853365314893
ORMDL2,ORMDL2,5992,5.119,5098,995.853,1.759,0,FALSE,0.245265839457461,0.245265839457461
INTS8,INTS8,4203,5.118,5097,995.853,1.639,0,FALSE,0.214578953570499,0.214578953570499
CCNE1,CCNE1,1411,5.116,5095,995.853,3.521,0,TRUE,0.546666025070184,0.546666025070184
RPN1,RPN1,7511,5.114,5093,995.853,1.539,0,FALSE,0.187238619831479,0.187238619831479
PDZD11,PDZD11,6260,5.113,5092,995.853,1.628,0,FALSE,0.211654400553182,0.211654400553182
CCT6A,CCT6A,1436,5.112,5091,995.853,1.574,0,FALSE,0.197004728023046,0.197004728023046
GALE,GALE,3388,5.109,5088,995.853,2.606,0,FALSE,0.415974411376566,0.415974411376566
FAP,FAP,3081,5.108,5087,995.853,3.71,0,FALSE,0.569373909615046,0.569373909615046
BPNT1,BPNT1,971,5.107,5086,995.853,1.72,0,FALSE,0.235528446907549,0.235528446907549
PGP,PGP,6330,5.107,5086,995.853,1.895,0,FALSE,0.277609214304091,0.277609214304091
KRAS,KRAS,4558,5.105,5084,995.853,1.658,0,FALSE,0.219584526214255,0.219584526214255
HPRT1,HPRT1,3956,5.104,5083,995.853,1.969,0,FALSE,0.294245716138118,0.294245716138118
GMPS,GMPS,3558,5.101,5080,995.853,1.689,0,FALSE,0.227629649571009,0.227629649571009
MAPK13,MAPK13,4953,5.101,5080,995.853,2.424,0,FALSE,0.384532615494249,0.384532615494249
TMEM57,TMEM57,9181,5.099,5078,995.853,1.51,0,FALSE,0.178976947293169,0.178976947293169
CALR,CALR,1227,5.095,5074,995.853,1.834,0,FALSE,0.263399331334002,0.263399331334002
C3orf67,C3orf67,1142,5.094,5073,995.853,3.333,0,FALSE,0.52283531366053,0.52283531366053
SDC1,SDC1,7732,5.09,5069,995.853,4.876,0,FALSE,0.688063696946344,0.688063696946344
SNX27,SNX27,8366,5.089,5068,995.853,1.604,0,FALSE,0.205204363948145,0.205204363948145
TRIM11,TRIM11,9380,5.089,5068,995.853,2.076,0,FALSE,0.31722734917642,0.31722734917642
CDC7,CDC7,1533,5.081,5060,995.853,3.109,0,TRUE,0.492620722043192,0.492620722043192
CDH11,CDH11,1542,5.078,5057,995.853,2.976,0,TRUE,0.473632926873841,0.473632926873841
COL5A1,COL5A1,1888,5.076,5055,995.853,4.155,0,FALSE,0.61857102812013,0.61857102812013
CYB561,CYB561,2139,5.07,5049,995.853,2.223,0,FALSE,0.346939462698991,0.346939462698991
NUP62,NUP62,5929,5.065,5044,995.853,1.48,0,FALSE,0.170261715394957,0.170261715394957
TBC1D10B,TBC1D10B,8795,5.064,5043,995.853,1.491,0,FALSE,0.173477643452995,0.173477643452995
ZNF668,ZNF668,10382,5.063,5042,995.853,1.899,0,FALSE,0.278524964737018,0.278524964737018
DQX1,DQX1,2515,5.059,5038,995.853,5.559,0,FALSE,0.74499667403856,0.74499667403856
PRDX1,PRDX1,6769,5.056,5035,995.853,1.851,0,FALSE,0.267406418752904,0.267406418752904
SEC61A1,SEC61A1,7771,5.053,5032,995.853,1.468,0,FALSE,0.166726055580052,0.166726055580052
RUVBL1,RUVBL1,7607,5.05,5029,995.853,1.741,0,FALSE,0.240798771117331,0.240798771117331
DCTN5,DCTN5,2241,5.049,5028,995.853,1.437,0,FALSE,0.157456768134226,0.157456768134226
XRCC2,XRCC2,10013,5.041,5020,995.853,3.133,0,FALSE,0.495960394881705,0.495960394881705
HAPLN1,HAPLN1,3779,5.038,5017.5,995.853,9.184,0,TRUE,0.963031875053898,0.963031875053898
SORD,SORD,8394,5.038,5017,995.853,3.158,0,FALSE,0.499412125672275,0.499412125672275
NSF,NSF,5852,5.037,5016,995.853,1.788,0,FALSE,0.252367514459899,0.252367514459899
PAICS,PAICS,6067,5.035,5014,995.853,1.873,0,FALSE,0.272537777375237,0.272537777375237
CDC25A,CDC25A,1510,5.034,5013,995.853,3.753,0,FALSE,0.574378564413082,0.574378564413082
IPO9,IPO9,4214,5.029,5008,995.853,1.483,0,FALSE,0.171141151028382,0.171141151028382
CKAP4,CKAP4,1739,5.027,5006,995.853,1.842,0,TRUE,0.26528962586083,0.26528962586083
PIGX,PIGX,6409,5.026,5005,995.853,1.696,0,FALSE,0.229425847920695,0.229425847920695
ACTR2,ACTR2,146,5.023,5002,995.853,1.506,0,TRUE,0.177824971864682,0.177824971864682
TARS,TARS,8788,5.023,5002,995.853,1.544,0,FALSE,0.188647295999717,0.188647295999717
LEF1,LEF1,4646,5.019,4998,995.853,3.957,0,FALSE,0.597366050266028,0.597366050266028
USP39,USP39,9760,5.017,4996,995.853,1.367,0,FALSE,0.135768514567822,0.135768514567822
CCT5,CCT5,1435,5.016,4995,995.853,1.688,0,FALSE,0.227372442289636,0.227372442289636
RBM8A,RBM8A,7219,5.016,4995,995.853,1.47,0,FALSE,0.167317334748176,0.167317334748176
ERMP1,ERMP1,2859,5.015,4994,995.853,2.069,0,FALSE,0.315760490665735,0.315760490665735
TMEM183A,TMEM183A,9131,5.012,4991,995.853,1.573,0,FALSE,0.196728722623287,0.196728722623287
PSMD11,PSMD11,6893,5.007,4986,995.853,1.636,0,FALSE,0.213783299335304,0.213783299335304
SEC61G,SEC61G,7774,5.007,4986,995.853,1.742,0,FALSE,0.241048150671644,0.241048150671644
ENOPH1,ENOPH1,2776,5.006,4985,995.853,1.551,0,FALSE,0.190611797813605,0.190611797813605
PIP4K2C,PIP4K2C,6435,5.005,4984,995.853,1.771,0,FALSE,0.248218561190075,0.248218561190075
ADSS,ADSS,230,5.002,4981,995.853,1.817,0,FALSE,0.259354927308034,0.259354927308034
SMYD3,SMYD3,8293,5.002,4981,995.853,2.227,0,FALSE,0.347720217034038,0.347720217034038
SRXN1,SRXN1,8524,5,4979,995.853,1.796,0,FALSE,0.254306332331286,0.254306332331286
NR2F6,NR2F6,5829,4.997,4976,995.853,1.846,0,FALSE,0.266231696689893,0.266231696689893
TOR2A,TOR2A,9304,4.997,4976,995.853,1.867,0,FALSE,0.271144317949078,0.271144317949078
RFC4,RFC4,7289,4.994,4973,995.853,1.884,0,FALSE,0.275080898456859,0.275080898456859
YIF1B,YIF1B,10035,4.992,4971,995.853,1.838,0,FALSE,0.264345507050092,0.264345507050092
BAK1,BAK1,847,4.989,4968,995.853,1.807,0,FALSE,0.256958152560932,0.256958152560932
KDELR2,KDELR2,4405,4.986,4965,995.853,1.595,0,FALSE,0.2027606873932,0.2027606873932
UBA1,UBA1,9594,4.983,4962,995.853,1.403,0,FALSE,0.14705767102836,0.14705767102836
RELT,RELT,7270,4.982,4961,995.853,2.429,0,FALSE,0.385427514805131,0.385427514805131
OSTC,OSTC,6014,4.981,4960,995.853,1.572,0,FALSE,0.196452541703389,0.196452541703389
TPI1,TPI1,9324,4.981,4960,995.853,1.668,0,FALSE,0.22219604630172,0.22219604630172
NCAPG2,NCAPG2,5556,4.975,4954,995.853,1.962,0,TRUE,0.29269900304393,0.29269900304393
CD80,CD80,1489,4.974,4953,995.853,3.782,0,FALSE,0.577721524509021,0.577721524509021
HSD17B7,HSD17B7,3983,4.971,4950,995.853,2.088,0,FALSE,0.319730494330225,0.319730494330225
CHAF1B,CHAF1B,1656,4.969,4948,995.853,2.388,0,FALSE,0.378034322457331,0.378034322457331
SEC24D,SEC24D,7768,4.968,4947,995.853,1.894,0,TRUE,0.277379974667255,0.277379974667255
PSME2,PSME2,6904,4.967,4946,995.853,1.903,0,FALSE,0.27943878828702,0.27943878828702
WDR76,WDR76,9935,4.966,4945,995.853,2.228,0,FALSE,0.347915186501691,0.347915186501691
PARP9,PARP9,6124,4.964,4943,995.853,1.936,0,FALSE,0.286905352972375,0.286905352972375
ACTR3,ACTR3,148,4.963,4942,995.853,1.538,0,FALSE,0.186956335465412,0.186956335465412
FBN2,FBN2,3106,4.96,4939,995.853,6.821,0,FALSE,0.833848049531148,0.833848049531148
DRP2,DRP2,2523,4.956,4935,995.853,3.998,0,FALSE,0.601842789782098,0.601842789782098
ERH,ERH,2851,4.956,4935,995.853,1.548,0,FALSE,0.189770956346874,0.189770956346874
CXCL10,CXCL10,2125,4.95,4929,995.853,7.028,0,FALSE,0.846831752823257,0.846831752823257
TMEM14A,TMEM14A,9106,4.949,4928,995.853,1.691,0,FALSE,0.228143607597742,0.228143607597742
PLAUR,PLAUR,6484,4.945,4924,995.853,2.939,0,TRUE,0.468199586072613,0.468199586072613
PDCL3,PDCL3,6197,4.942,4922,995.853,1.601,0,FALSE,0.2043913319193,0.2043913319193
SYNGR2,SYNGR2,8712,4.94,4920,995.853,1.844,0,FALSE,0.265760916717611,0.265760916717611
TRAF7,TRAF7,9356,4.937,4917,995.853,1.681,0,FALSE,0.225567713439471,0.225567713439471
SPINT2,SPINT2,8453,4.934,4914,995.853,3.288,0,FALSE,0.516931808868013,0.516931808868013
CDCA4,CDCA4,1536,4.929,4909,995.853,1.959,0,FALSE,0.292034435994736,0.292034435994736
GNPNAT1,GNPNAT1,3592,4.927,4907,995.853,1.678,0,FALSE,0.224791956492681,0.224791956492681
DNASE2,DNASE2,2457,4.926,4906,995.853,1.67,0,FALSE,0.222716471147583,0.222716471147583
ODF2,ODF2,5961,4.922,4902,995.853,1.682,0,FALSE,0.225825991461893,0.225825991461893
S100P,S100P,7632,4.918,4898,995.853,20.284,0,FALSE,1.30715360187584,1.30715360187584
CDT1,CDT1,1590,4.913,4893,995.853,4.679,0,FALSE,0.67015304519218,0.67015304519218
ZMPSTE24,ZMPSTE24,10194,4.911,4891,995.853,1.561,0,FALSE,0.193402903062417,0.193402903062417
CREB3L1,CREB3L1,1992,4.909,4889,995.853,3.872,0,FALSE,0.587935348636356,0.587935348636356
HSF2BP,HSF2BP,3988,4.909,4889,995.853,2.319,0,FALSE,0.365300748637987,0.365300748637987
PFKFB4,PFKFB4,6308,4.905,4885,995.853,2.299,0,FALSE,0.361538971269279,0.361538971269279
FAF2,FAF2,2956,4.898,4878,995.853,1.383,0,FALSE,0.140822180109311,0.140822180109311
N4BP3,N4BP3,5500,4.897,4877,995.853,2.862,0,FALSE,0.456669629423758,0.456669629423758
IRF7,IRF7,4242,4.895,4875,995.853,2.697,0,FALSE,0.430880946452891,0.430880946452891
CACNB3,CACNB3,1212,4.894,4874,995.853,2.259,0,FALSE,0.353916230920363,0.353916230920363
SLC16A3,SLC16A3,8026,4.893,4873,995.853,3.568,0,FALSE,0.552424845704085,0.552424845704085
MUC1,MUC1,5428,4.89,4870,995.853,6.747,0,FALSE,0.829110710155295,0.829110710155295
PDCD6,PDCD6,6195,4.89,4870,995.853,1.443,0,FALSE,0.159266331093494,0.159266331093494
PSRC1,PSRC1,6913,4.889,4869,995.853,2.684,0,FALSE,0.428782511496955,0.428782511496955
ARHGAP39,ARHGAP39,558,4.886,4866,995.853,2.682,0,FALSE,0.42845877351558,0.42845877351558
HYLS1,HYLS1,4030,4.881,4861,995.853,1.795,0,FALSE,0.254064452914338,0.254064452914338
AMMECR1,AMMECR1,366,4.88,4860,995.853,1.985,0,FALSE,0.297760511099134,0.297760511099134
CSTF3,CSTF3,2066,4.88,4860,995.853,1.442,0,FALSE,0.15896526038341,0.15896526038341
FANCA,FANCA,3072,4.879,4859,995.853,3.819,0,FALSE,0.581949658373318,0.581949658373318
PGK1,PGK1,6323,4.876,4856,995.853,1.733,0,TRUE,0.238798562713917,0.238798562713917
RAB3A,RAB3A,7066,4.874,4854,995.853,2.105,0,FALSE,0.323252100171687,0.323252100171687
SDHC,SDHC,7746,4.871,4851,995.853,1.551,0,FALSE,0.190611797813605,0.190611797813605
RAB31,RAB31,7058,4.866,4846,995.853,2.81,0,FALSE,0.44870631990508,0.44870631990508
CPSF3,CPSF3,1974,4.861,4841,995.853,1.385,0,FALSE,0.141449773400467,0.141449773400467
FANCD2,FANCD2,3074,4.86,4840,995.853,2.72,0,TRUE,0.434568904034199,0.434568904034199
CD276,CD276,1455,4.859,4839,995.853,1.752,0,FALSE,0.243534101832062,0.243534101832062
SNRPD1,SNRPD1,8343,4.858,4838,995.853,1.597,0,FALSE,0.203304916138483,0.203304916138483
ZDHHC12,ZDHHC12,10125,4.858,4838,995.853,1.849,0,FALSE,0.266936911159173,0.266936911159173
DPM2,DPM2,2500,4.855,4835,995.853,1.694,0,FALSE,0.228913405994688,0.228913405994688
MCM6,MCM6,5040,4.854,4834,995.853,1.803,0,FALSE,0.255995726722402,0.255995726722402
MAGED1,MAGED1,4883,4.85,4830,995.853,1.908,0,TRUE,0.280578370368076,0.280578370368076
ARPC5L,ARPC5L,631,4.845,4825,995.853,1.594,0,FALSE,0.202488317060094,0.202488317060094
TSPAN17,TSPAN17,9477,4.844,4824,995.853,1.697,0,FALSE,0.229681842317676,0.229681842317676
CHEK1,CHEK1,1675,4.843,4823,995.853,2.26,0,FALSE,0.354108439147401,0.354108439147401
PPP1R11,PPP1R11,6707,4.843,4823,995.853,1.383,0,FALSE,0.140822180109311,0.140822180109311
PGAM5,PGAM5,6314,4.841,4821,995.853,1.692,0,FALSE,0.228400358703005,0.228400358703005
DHTKD1,DHTKD1,2355,4.84,4820,995.853,1.848,0,FALSE,0.266701966884088,0.266701966884088
LPCAT1,LPCAT1,4740,4.84,4820,995.853,1.946,0,FALSE,0.289142835932333,0.289142835932333
DTX3L,DTX3L,2546,4.838,4818,995.853,1.762,0,FALSE,0.246005904076029,0.246005904076029
TOMM40,TOMM40,9290,4.838,4818,995.853,1.838,0,FALSE,0.264345507050092,0.264345507050092
ALDOA,ALDOA,328,4.833,4813,995.853,1.955,0,FALSE,0.291146761731886,0.291146761731886
TMEM41A,TMEM41A,9172,4.832,4812,995.853,1.447,0,FALSE,0.160468531119037,0.160468531119037
TMEM79,TMEM79,9198,4.829,4809,995.853,2.413,0,FALSE,0.382557321908786,0.382557321908786
TNNT1,TNNT1,9265,4.829,4808.5,995.853,18.791,0,FALSE,1.27394989255001,1.27394989255001
MRPS34,MRPS34,5353,4.825,4805,995.853,2.053,0,FALSE,0.312388949370592,0.312388949370592
MRPS35,MRPS35,5354,4.822,4802,995.853,1.491,0,FALSE,0.173477643452995,0.173477643452995
XPO6,XPO6,10008,4.822,4802,995.853,1.409,0,FALSE,0.148910993109356,0.148910993109356
ZFP64,ZFP64,10167,4.821,4801,995.853,1.392,0,FALSE,0.143639235274543,0.143639235274543
TSEN15,TSEN15,9458,4.811,4791,995.853,1.629,0,FALSE,0.211921084308509,0.211921084308509
ZDHHC9,ZDHHC9,10142,4.811,4791,995.853,1.559,0,FALSE,0.192846115188842,0.192846115188842
RPUSD1,RPUSD1,7548,4.809,4789,995.853,1.93,0,FALSE,0.285557309007774,0.285557309007774
POLA2,POLA2,6605,4.805,4785,995.853,1.699,0,FALSE,0.230193378869046,0.230193378869046
TBC1D7,TBC1D7,8814,4.805,4785,995.853,1.746,0,FALSE,0.242044239369551,0.242044239369551
CLCN2,CLCN2,1749,4.804,4784,995.853,2.196,0,FALSE,0.341632335778054,0.341632335778054
NUDT5,NUDT5,5904,4.799,4779,995.853,1.587,0,FALSE,0.200576926754848,0.200576926754848
NUDT16L1,NUDT16L1,5896,4.798,4778,995.853,1.918,0,FALSE,0.282848602834645,0.282848602834645
TJP3,TJP3,9012,4.798,4778,995.853,4.723,0,FALSE,0.6742179455767,0.6742179455767
SIX4,SIX4,7981,4.796,4776,995.853,2.602,0,TRUE,0.415307292225567,0.415307292225567
SPAG1,SPAG1,8415,4.792,4772,995.853,2.368,0,FALSE,0.374381698050882,0.374381698050882
MAGOHB,MAGOHB,4891,4.788,4768,995.853,1.591,0,FALSE,0.201670179646582,0.201670179646582
RBBP7,RBBP7,7187,4.784,4764,995.853,1.569,0,FALSE,0.195622943586937,0.195622943586937
